"word","value"
"maghrib",-2
"maha",4
"mahabah",4
"mahal",1
"mahdi",3
"maherat",-4
"mahfum",4
"mahh",-3
"mahir",4
"mahir",-1
"mahkamah",-3
"maho",-4
"maimun",4
"main",2
"main",-2
"main kayu",-3
"main mata",-5
"main muda",-3
"mainin",-2
"mainstream",-3
"mairat",-5
"majenun",3
"majenun",-2
"majikan",-3
"majubersama",3
"makan",1
"makan",-1
"makan bawang",-5
"makanan",3
"makasih",4
"makbul",3
"makelar",-3
"makhluk",3
"makhluk halus",-4
"maki",-5
"makian",-5
"makin",2
"maklum",3
"maklum",-2
"maklumat",2
"maklumat",-3
"makmum",-3
"makmur",4
"makna",5
"makruf",4
"maksa",-5
"maksimal",3
"maksud",3
"maksud",-1
"maksudnya",-1
"mala",-5
"malak",-4
"malam",-1
"malang",-5
"malapateka",-3
"malapetaka",-5
"malas",-4
"malayari",3
"malem",-1
"males",-4
"malesin",-4
"malim",3
"malu",2
"malu",-4
"malu mata",-4
"mam",-5
"mama",4
"mamah",-4
"mamak",2
"mamam",-3
"mamang",-4
"mambang",-4
"mampir",2
"mampir",-3
"mampu",2
"mampu",-4
"mampus",-5
"man",-1
"manah",-2
"manasuka",-4
"mancing",2
"mandiri",-3
"mandraguna",4
"maneh",-3
"manfaat",5
"manfaatnya",3
"mangau",-4
"manggak",-5
"manggala",3
"mangkas",-2
"mangkel",-4
"mangkir",-3
"mangut",-4
"manifestasi",-3
"manila",5
"manipulator",-4
"manis",5
"manis",-2
"manja",5
"manja",-3
"manjaan",-3
"manjur",4
"manjur",-1
"mansukh",-4
"mantan",-3
"mantannya",-3
"mantap",5
"manusia",3
"manuver",-3
"mapan",3
"mara",-4
"marah",-5
"marahin",-4
"margrit",3
"mari",4
"mari",-1
"marilah",1
"marilah",-1
"mariyuana",-3
"martabat",5
"maruk",-3
"masa bodoh",-4
"masa kini",3
"masai",-4
"masak",2
"masak",-2
"masakan",3
"masalah",-4
"masif",2
"masif",-3
"masjid",3
"maskapai",3
"maslahat",3
"master",-1
"masuk",-3
"masygul",3
"masygul",-2
"masyhur",4
"masyhur",-5
"mata",-2
"mata-mata",-3
"mata betung",-3
"mata cahari",2
"mata gawai",4
"mata ikan",-4
"mata pencaharian",2
"matahari",2
"matanya",-2
"mati",4
"mati",-5
"mati pucuk",-5
"matiin",-2
"mau",5
"mau",-1
"maujud",2
"maula",-4
"maunya",-1
"maut",4
"mayat",-4
"mayit",-4
"mbeling",-2
"mblo",-3
"medali",4
"medium",2
"medok",-3
"meh",-5
"mekar",3
"melabrak",-5
"meladeni",3
"meladeni",-5
"melafalkan",2
"melahap",-5
"melahirkan",3
"melaknat",-5
"melakoni",1
"melakonkan",3
"melaksanakan",-3
"melalah",-4
"melalak",-3
"melalap",-4
"melalui",3
"melambungkan",2
"melampas",4
"melampau",-4
"melancarkan",3
"melancarkan",-2
"melandai",-3
"melanggar",-5
"melankoli",-5
"melankolis",-2
"melantak",-4
"melantik",3
"melantunkan",3
"melanyak",4
"melanyak",-3
"melar",-2
"melarang",-3
"melarat",-4
"melarikan",3
"melarutkan",1
"melatih diri",4
"melawat",-4
"melayang",-3
"melayani",3
"melayani",-5
"melecehkan",4
"melecehkan",-5
"meledak",-4
"meledos",3
"meleja",-5
"melek",2
"melek",-2
"melekat",-4
"melelah",-3
"melelapkan",-3
"melemah",-3
"melembung",-3
"melenceng",-3
"melendeh",3
"melendeh",-3
"melengkapi",3
"melenyapkan",-5
"melepas",-5
"melepaskan",-5
"melepek",-4
"melesap",-3
"meleset",-3
"melesit",-1
"melet",-3
"meletakkan",4
"meleting",-3
"melewati",3
"melibas",-4
"melicinkan",4
"melicinkan",-2
"meligih",-4
"melihat",3
"melilit",3
"melindap",-3
"melindur",-3
"melingkupi",-3
"melintang",-4
"melintangi",3
"melintas (rimba)",3
"melipur",4
"melipur",-3
"meliputi",-3
"melisankan",3
"meloloh",-3
"meloloskan",3
"melongo",3
"melontarkan",3
"melorot",1
"melorot",-4
"meloya",-4
"meluas",2
"melubangi",-3
"melukat",-4
"melulu",-3
"meluluhlantakkan",-4
"meluluskan",3
"melumangkan",-5
"melumatkan",-4
"melumur",-4
"meluncurkan",3
"melunyah",-3
"melupai diri",-3
"melupakanmu",-3
"memaafkan",-3
"memacak",-4
"memadatkan",-3
"memafhumi",3
"memahami",3
"memahirkan",4
"memahirkan",-1
"memakan",-4
"memaki",-5
"memaklumi",3
"memaklumi",-2
"memaku",-3
"memalak",-4
"memaling",-5
"memalu",3
"memamah",-4
"memampat",-3
"memanas-manasi",-3
"memanaskan",-4
"memandu",3
"memang",4
"memang",-2
"memanggang",-4
"memangku",-3
"memangnya",-2
"memanjang",3
"memanjatkan doa",4
"memanjatkan doa",-3
"memantai",1
"memantai",-4
"memantak",-4
"memantang",-4
"memantapkan",-3
"memapas",-5
"memarahi",-5
"memarak",-3
"memarap",-3
"memarkir",1
"memartil",3
"memasak",-3
"memasuki",2
"memasuki",-3
"mematuhi",4
"mematung",-3
"mematut-matut",-3
"membabar",-1
"membabat",-4
"membabi buta",-4
"membaca",4
"membahagiakan",4
"membahana",-3
"membahas",1
"membaik",-3
"membajak",-5
"membakar",-4
"membalas",4
"membalas",-3
"membalik belakang",-5
"membandel",-5
"membanding",-3
"membandingkan",-3
"membandungi",-1
"membangunkan",-4
"membanjiri",-3
"membantai",-4
"membantar",-4
"membanting",-4
"membantu",4
"membantu",-4
"membara",2
"membara",-3
"membasmi",-5
"membatasi",-3
"membatu",2
"membatu",-2
"membawa berat",-3
"membawang",-5
"membawat",-5
"membayangkan",2
"membayankan",-4
"membayar",-3
"membeber",-4
"membeda-bedakan",-3
"membegal",-5
"membekam",-4
"membekap",-3
"membekas",-3
"membelai",-4
"membeli",2
"membeli",-3
"membelot",-5
"membembam",-4
"membenang",4
"membenarkan",3
"membencanai",-4
"membenci",-5
"membendung",-3
"membentak",-5
"membentur",-3
"memberangsangkan",-4
"memberantas",-5
"memberhentikan",-5
"memberi",2
"memberi",-2
"membersihkan",-5
"membesar",-2
"membeset",-4
"membeslah",-4
"membiak",-3
"membiarkan",-3
"membiasakan",2
"membidikkan",-2
"membimbingmu",3
"membimbit",3
"membinasakan",-5
"membingkas",3
"membingkis",4
"membisu",1
"membisu",-3
"memble",-3
"membobol",-5
"membocorkan",-4
"membohong",-4
"membohongi",-3
"membolos",-3
"membonceng",-3
"membongkar",-4
"membopong",-3
"membosankan",-3
"membual",-4
"membuang",-4
"membuang nyawa",-5
"membuat",1
"membubuhkan",4
"membuktikan",-4
"membukukan",-5
"membuncahkan",-4
"membunyikan",2
"membunyikan",-1
"memburu",3
"memburu",-4
"memburukkan",-5
"memecah",-4
"memecatkan",-5
"memedi",-4
"memegang",-4
"memegang kitab",4
"memegat",-3
"memejahijaukan",1
"memejahijaukan",-4
"memejalkan",-3
"memek",-5
"memekik",-3
"memeluk",4
"memeluk",-1
"memenangi",-5
"memendam",4
"memendek",-3
"memenggal lidah",-5
"mementingkan",4
"memenuhi",-3
"memergoki",-5
"memerikan",3
"memeriksa",-5
"memerli",-5
"memerusa",-4
"memesonakan",5
"memesonakan",-1
"memetuahkan",-3
"memfasilitasi",2
"memfatwakan",-3
"memfitnah",-4
"memidana",-3
"memihak",-3
"memihakkan",-4
"memijak",-3
"memikat",2
"memikat",-4
"memikirkan",-3
"memikul",-5
"memilin",-5
"meminati",3
"meminda",4
"memindahkan",1
"memindahkan",-5
"meminta",1
"meminta (kpd Tuhan)",3
"meminta (kpd Tuhan)",-3
"memintasi",3
"memipihkan",-3
"memojokkan",-4
"memolakan",4
"memomokkan",-5
"memorakporandakan",-3
"memosisikan",-5
"memotivasi",-4
"memotong",-3
"memperapikan",-2
"memperbandingkan",-3
"mempercantik",3
"memperduakan",-3
"memperelok",3
"memperhitungkan",1
"memperhitungkan",-3
"memperindah",3
"memperkacaukan",-4
"memperkeruh",-4
"memperkirakan",2
"memperkuat",3
"memperlihatkan",-3
"mempermudah",-3
"memperolahkan",-4
"mempersakiti",-5
"mempersiapkan",1
"mempersoalkan",-4
"mempersolek",3
"mempertaruhkan",-3
"mempertenggangkan",-3
"mempertentangkan",1
"mempertimbangkan",-3
"memprediksi",3
"memprediksi",-1
"mempromosikan",3
"mempunyai",4
"memuai",3
"memuakkan",-5
"memuaskan",5
"memuaskan",-5
"memudahkan",3
"memudahkan",-1
"memudar",2
"memuji-muji",4
"memukau",4
"memukau",-1
"memukuli",-4
"memuluskan",3
"memuluskan",-5
"memunculkan",3
"memungut",-2
"memupus",-5
"memusingkan",4
"memusingkan",-4
"memusnahkan",-5
"memusuhi",-5
"memvonis",-3
"menabrak",-3
"menabung",4
"menadaburkan",-3
"menafakurkan",-3
"menafikan",-4
"menafsirkan",2
"menagak",-5
"menagih",-3
"menahan",-5
"menahankan",-2
"menahun",-5
"menakali",-4
"menakjubi",-1
"menakjubkan",3
"menakjubkan",-1
"menaklukkan",-4
"menaksir",3
"menaksir",-1
"menakutkan",-4
"menamatkan riwayatnya",-3
"menambah",3
"menambak",-5
"menambus",-4
"menampak",-4
"menampakkan",-4
"menampakkan diri",-3
"menampel",-3
"menampik",-4
"menancap",-4
"menang",4
"menang",-5
"menangap",-5
"menanggang",-5
"menanggapi",3
"menanggapi",-5
"menanggulangi",-5
"menanggung",-2
"menanggungkan",-5
"menangis",-5
"menangkal",-4
"menangkap",3
"menangkap",-3
"menangkap tangan",-5
"menantang",-4
"menarik",4
"menarik",-4
"menarik hati",3
"menarik hati",-1
"menarik napas penghabisan",-5
"menaruh hati",3
"menaruh syak",-3
"menasihatkan",-3
"menata",-2
"menating",3
"menayangkan",2
"mencabarkan",-4
"mencabau",-4
"mencaci",-5
"mencaci-maki",-5
"mencagil",-4
"mencagun",-3
"mencair",-1
"mencak",-5
"mencak-mencak",-5
"mencakar",-4
"mencalit",-3
"mencampurbaurkan",-4
"mencamuk",-4
"mencangkum",-3
"mencaplok",-3
"mencarak",-3
"mencari",-3
"mencari akal",3
"mencari ilmu",4
"mencari jalan",3
"mencatut",-3
"mencebikkan",4
"mencebikkan",-3
"mencebur",-5
"mencecah",-3
"mencecak",-3
"mencederai",-4
"mencegah",-5
"mencegat",-3
"mencekak",-4
"mencekam",-4
"mencekau",-2
"mencekik",-4
"mencekuh",-3
"mencela",-5
"mencelakai",-5
"mencelampakkan",-3
"menceluk",-3
"mencemari",-4
"mencemaskan",4
"mencemaskan",-3
"mencemat",-5
"mencemooh",-5
"mencemplung",-5
"mencempung",-4
"menceng",-4
"mencengangkan",4
"mencengangkan",-3
"mencengkam",-4
"mencengkau",-4
"mencengkelong",-5
"mencengkeram",-4
"mencepung",-5
"menceracau",-3
"mencerat",-3
"mencerca",-5
"menceret",-5
"menceritakan",3
"mencerkau",-4
"mencerna",3
"mencerup",-3
"mencetak",-5
"mencibir",-5
"mencibirkan",-5
"mencicik",-5
"mencilok",-3
"mencinta",5
"mencinta",-1
"mencintai",3
"mencintaimu",4
"mencirit",-5
"mencium",-3
"mencium tanah",-5
"mencium telapak kaki",1
"menciut",-3
"mencoblos",-3
"mencocok",-3
"mencolok",2
"mencolong",-5
"mencomot",-4
"menconteng",-3
"mencontengkan",-3
"mencontoh",4
"mencontohkan",4
"mencopet",-5
"mencoreng",-4
"mencoret",-3
"mencret",-4
"mencuca",-5
"mencucuk",-3
"mencucut",-3
"mencukupi",-3
"mencungkil",-4
"mencura",-5
"mencurat",-1
"mencuri",-5
"mencurigai",1
"mencuru",-3
"mendahului",2
"mendahului",-1
"mendaifkan",4
"mendaifkan",-4
"mendakwa",-4
"mendalam",3
"mendalam",-3
"mendamprat",-4
"mendandankan",3
"mendangkung",-3
"mendapat",3
"mendapati",-4
"mendarat",1
"mendarat",-4
"mendasar",-4
"mendaulat",-5
"mendebarkan",-4
"mendedahkan",-4
"mendekap",-3
"mendemonstrasikan",-4
"mendengu",-3
"mendengung",-4
"mendengungkan",3
"menderaikan",3
"menderita",-5
"mendesak",-4
"mendeteksi",3
"mendiami",-3
"mendiamkan",-3
"mendidih",-3
"mendidik",3
"mendidis",-4
"mendikte",3
"mendindingi",-5
"mending",2
"mending",-3
"mendingan",-3
"mendiskreditkan",-4
"mendoa",4
"mendoa",-3
"mendompleng",-3
"mendongkolkan",-5
"mendorong",-4
"menduga",3
"menduga",-1
"mendung",-3
"mendungas",-3
"menduri",-4
"mendusin",4
"mendusta",-4
"mendustai",-3
"menebak",3
"menebak",-2
"menebalkan",-3
"menebarkan",3
"menebat",-3
"menebeng",-3
"menebuk",-3
"menegah",-5
"menegangkan",-4
"menegapkan",-3
"menegarkan",2
"meneguhkan",-3
"meneguk",-3
"menegur",2
"menegur",-3
"menekan",-3
"menekankan",-3
"menelaah",2
"menelaah",-5
"meneladan",4
"menelanjangi",-4
"menelungkup",1
"menelurkan",3
"menelusuri",3
"menembis",-5
"menembok",-1
"menembusi",3
"menempati",-3
"menempel",-3
"menempuh (hidup)",3
"menemukan",2
"menenangkan",4
"menenangkan",-1
"menendang",-5
"menenes",-2
"menengahi",-5
"menenggang",-3
"menengkar",-5
"menengking",-5
"menentang",-5
"menentu",3
"menep",-3
"menepis",-3
"menerbankan",-4
"menerima",3
"menerima kenyataan",-4
"menerjang",-3
"menerjunkan",-5
"menerka",3
"menerka",-1
"menerpa",-3
"menetap",3
"menetapkan",-5
"menetes",-3
"mengabaikan",4
"mengabaikan",-3
"mengabar",-5
"mengabdi",-3
"mengabsorpsi",-3
"mengabulkan",-3
"mengacak",-4
"mengacau",4
"mengacau",-4
"mengacaukan",-4
"mengada",-3
"mengada-ada",-4
"mengadang",-3
"mengadili",-4
"mengaduk",-4
"mengadunkan",3
"mengagak-agak",-3
"mengagumkan",4
"mengagumkan",-5
"mengaibkan",1
"mengaji",4
"mengakap",4
"mengakar",5
"mengalah",-2
"mengalahkan",-4
"mengalami",3
"mengalami",-3
"mengalem",4
"mengalihkan",-5
"mengalirkan darah",4
"mengalunkan",3
"mengamalkan",-4
"mengambang",-5
"mengambil contoh",4
"mengambil ibarat",4
"mengamput",-3
"mengamuk",1
"mengamuk",-5
"mengandung",-3
"mengandut",-3
"menganeksasi",-5
"menganggap",3
"menganggar",3
"menganggur",-4
"mengangkat-angkat",4
"mengangsur",1
"menganjurkan",-3
"mengantara",-3
"mengantarai",-3
"mengantisipasi",3
"mengantisipasi",-1
"mengantongi",1
"mengantongi",-5
"menganugerahi",3
"menganugerahi",-3
"menganut",4
"mengap",-3
"mengapkir",-4
"mengarah",-4
"mengarahkan",3
"mengarau",-4
"mengaret",-3
"mengarifi",3
"mengarik",-3
"mengartikan",1
"mengasihani",4
"mengasihi",2
"mengasihi",-2
"mengasosiasikan",3
"mengasuh",-2
"mengata-ngatai",-5
"mengatakan",3
"mengaur",-3
"mengawaki",5
"mengawal",2
"mengawal",-2
"mengawali",-3
"mengawasi",-2
"mengayun",-3
"mengayunkan",-3
"mengazab",-3
"mengazabkan",-3
"mengebiri",-3
"mengebumikan",-3
"mengecamkan",3
"mengecat",4
"mengecerkan",-2
"mengecewakan",-3
"mengecilkan",4
"mengecilkan",-3
"mengedrop",-4
"mengedut",-5
"mengeja",3
"mengejar",-4
"mengejawantah",-3
"mengejek",-4
"mengejikan",-3
"mengejutkan",-3
"mengekang",-4
"mengekol",-3
"mengelakkan",-4
"mengelih",-4
"mengelis",-3
"mengeloskan",3
"mengeluarkan darah",4
"mengelukan",-2
"mengembang",1
"mengembat",-5
"mengembus",-4
"mengempang",-5
"mengempaskan",-3
"mengempis",-3
"mengemu",-3
"mengemukakan",-3
"mengenal",1
"mengenang",3
"mengenangkan",-3
"mengencang",-3
"mengendur",-3
"mengenjak",-3
"mengentak",-3
"mengentengkan",4
"mengentengkan",-2
"mengenyam",1
"mengenyam",-3
"mengerem",-2
"mengeremus",-4
"mengerik",-3
"mengerikan",4
"mengerikan",-4
"mengerinyau",-3
"mengerjakan",-4
"mengerkau",-4
"mengernai",-4
"mengeroyok",1
"mengeroyok",-4
"mengerti",2
"mengerti",-2
"mengerubungi",1
"mengerubungi",-3
"mengerubuti",-4
"mengeruh",-3
"mengerut",-3
"mengesahkan",2
"mengesahkan",-3
"mengesak",-3
"mengesampingkan",-4
"mengesan",-3
"mengesankan",4
"mengesel",-5
"mengesup",-3
"mengetepikan",-4
"mengetes",-3
"mengetuk",3
"menggabungkan",-3
"menggadaikan",-3
"menggaduhkan",-4
"menggaet",-5
"menggagalkan",-3
"menggalakkan",-4
"menggalakkan memanas-manasi",-3
"menggali-gali",-4
"menggali ilmu",4
"menggambari",3
"menggampangkan",-3
"mengganas",-4
"mengganas bercabul",-4
"mengganggu",4
"mengganggu",-4
"mengganjar",5
"mengganjar",-3
"mengganjari",3
"mengganjari",-3
"mengganjarkan",-3
"mengganyang",1
"mengganyang",-4
"menggarangkan",-4
"menggarit",-3
"menggarong",-5
"menggasak",-5
"menggebos",-5
"menggegerkan",4
"menggegerkan",-3
"menggelabu",-4
"menggelabur",-5
"menggelapkan",-4
"menggelecik",-3
"menggeleng",-3
"menggelesot",1
"menggelesot",-3
"menggeletar",-4
"menggeliat",-3
"menggeligi",-4
"menggeligis",-4
"menggelikan",-3
"menggelincir",1
"menggelincir",-3
"menggelingsir",-3
"menggelinyau",-3
"menggelisahi",-4
"menggelogok",-3
"menggelorakan",-4
"menggelup",-4
"menggema",-4
"menggemari",3
"menggemaskan",-5
"menggemburkan melambuk",3
"menggemparkan",4
"menggemparkan",-2
"menggempur",-4
"menggemuruh",-4
"menggentarkan",-4
"menggeramus",-4
"menggerebek",-3
"menggerecoki",4
"menggerecoki",-4
"menggerenyam",-3
"menggeret",-3
"menggerinjam",-4
"menggiatkan",-4
"menggigih",-4
"menggigil",-4
"menggigis",-4
"menggila",-4
"menggilas",-4
"menggirangkan melegakan",4
"menggodai",-3
"menggondol",-5
"menggores",1
"menggores",-3
"menggoyahkan menggerakkan",-4
"menggoyang",-3
"menggoyangkan",-4
"menggugat",-4
"mengguguk",-5
"menggulung",-4
"mengguncangkan",-4
"menggunting",-3
"menggunung",-3
"menggusari",-3
"menghabisi",-4
"menghabiskan",-4
"menghadiahi",4
"menghadiahi",-3
"menghadiahkan",3
"menghadiahkan",-3
"menghajatkan",1
"menghalai-balaikan",-4
"menghalang",-4
"menghambat",-3
"menghamuni",-5
"menghancurkan",-4
"menghancurluluhkan",-4
"menghanguskan",-3
"menghantui",-4
"menghapus",-4
"mengharamkan",-3
"mengharap",-3
"menghardik",-5
"mengharubirukan",-4
"mengharukan",-4
"menghasut",-4
"menghebat",-4
"menghebohkan",4
"menghebohkan",-3
"menghembalang",-3
"menghempas",-4
"menghempaskan",-4
"mengheningkan",-3
"menghentikan",-5
"mengherankan",3
"mengherankan",-3
"menghidangkan",2
"menghidu",-1
"menghikayatkan",3
"menghilang",-3
"menghimpunkan",3
"menghina(kan) melanyak",-5
"menghinakan",4
"menghinakan",-5
"menghinap-hinap",-3
"menghindarkan",-4
"menghinggapi",-3
"menghinggut",-3
"menghirukkan",4
"menghirukkan",-4
"menghirup",-3
"menghisap",-1
"menghitamkan",-4
"menghubungi",1
"menghujat",-4
"menghukum",4
"menghukum",-3
"menghukumkan",-3
"menghulu",-3
"menghuni",-3
"menghunjam",-4
"mengias",-4
"mengibai",4
"mengidamkan",-2
"mengikhtisarkan",-3
"mengikuti",3
"mengiler",3
"mengimbangi",1
"mengimbangi",-5
"mengimbas",3
"mengimbasi",3
"mengimbuhi",3
"mengimbuhkan",4
"mengimla",1
"menginapkan (jenazah)",-3
"mengingat-ingat",2
"mengingatkan",3
"menginginkan",4
"mengingkari",-4
"mengingsar",-3
"mengingsut",-3
"menginjak",-3
"menginjeksi",-3
"menginsafi",3
"menginsinuasi",-4
"menginterprestasikan",1
"menginterupsi",-5
"mengipasi",3
"mengira-ngira",3
"mengirap",-3
"mengirat",2
"mengirat",-5
"mengirik",-3
"mengirikan",-4
"mengiris",-4
"mengisbatkan",-3
"mengisi",2
"mengisruhkan",-4
"mengistimewakan",-3
"mengizinkan",3
"mengkaji",-5
"mengkal",-4
"mengkhianat",-4
"mengkhianati",-5
"mengobarkan",-4
"mengogah",-3
"mengoleng",-3
"mengoles",4
"mengolet",-3
"mengompori",-4
"mengonarkan",-4
"mengonfirmasi",-4
"mengononkan",3
"mengonslah",-5
"mengonsumsi",-4
"mengontak",1
"mengonyok",-3
"mengorak senyum",2
"mengorek",-4
"mengorek-ngorek",-4
"mengorok",-3
"mengorup",-5
"mengotori",-5
"mengotot",4
"mengotot",-4
"mengoyak",-4
"mengoyak-oyak",-4
"mengoyok",-4
"menguar",-3
"menguatkan",-3
"mengubrakan",-3
"mengubur",-3
"menguburkan",-3
"mengucapkan",3
"mengucil",1
"mengucup",2
"mengucur",-3
"mengudak",-4
"menguit",-4
"menguji",-5
"mengukuhkan",-3
"mengumaikan",3
"mengumandang",-4
"mengumbar",-3
"mengumpat",-4
"mengumpul",-3
"mengumpulkan",3
"mengumumkan",3
"mengungkapkan",-4
"menguntir",4
"menguntiti",1
"menguntungkan",4
"menguntungkan",-4
"mengunyah",-4
"mengusai",-2
"mengusap",-4
"mengusili",4
"mengusili",-3
"mengusir",-4
"mengutarakan",3
"mengutil",-4
"mengutuk",-5
"menguyuh",-3
"meni",4
"meni",-2
"menidurkan",-4
"menikah",4
"menikah",-2
"menikam",-4
"menikmati",-3
"menilai",-4
"menilap",-4
"menimang-nimang",-3
"menimangkan",-3
"menimba",4
"menimba ilmu",4
"menimbang",-3
"menimbang-nimbang",-3
"menimpa",-3
"menimpuk",-5
"menindas",-5
"meninggal",-4
"meninggalkan",-4
"meninggi",-2
"meningkah",-5
"meninju",-3
"menipis",-3
"menipu",-3
"menir",-4
"meniru",4
"menista",-4
"menistakan",4
"menistakan",-5
"meniti",2
"menitis",-3
"menjadi-jadi",1
"menjaga",-3
"menjahatkan",-4
"menjahili",4
"menjahili",-3
"menjalani",3
"menjalari",-3
"menjambret",-5
"menjamin",-5
"menjapit",-4
"menjarah",-4
"menjarak",-3
"menjaraki",-3
"menjatuhkan",-4
"menjauh",-3
"menjauhkan",-4
"menjebol",-3
"menjeburkan",-5
"menjejak",-4
"menjejaki",-4
"menjejali",1
"menjelajah",3
"menjelajahi",3
"menjelang",3
"menjelek-jelekkan",-4
"menjelma",-3
"menjemukan",-3
"menjenguk",-4
"menjepit leher",-4
"menjeramah",-4
"menjerit",-3
"menjerkah",-5
"menjijikkan",-5
"menjilat",-3
"menjilat-jilat",-2
"menjiplak",-3
"menjodohkan",-3
"menjolok",-3
"menjotos",-3
"menjual",-5
"menjunam",-4
"menodai",-5
"menokok",3
"menolak",-4
"menoleransi",-3
"menolok",-3
"menolong",4
"menongkat",4
"menongkrong",1
"menongkrong",-4
"menongkrongi",-3
"menonjok",-3
"menonjolkan",-3
"menorehkan",1
"mentab",2
"mentang",-3
"mentang-mentang",-4
"mentok",-5
"mentolo",-2
"mentransformasikan",-5
"menuba",-5
"menubruk",-3
"menugaskan",-1
"menuguri",-3
"menuju",-4
"menukar",1
"menukik",-4
"menular",-4
"menumang",-4
"menumbuk",4
"menumbuk",-3
"menumpang",-3
"menumpang tinggal",1
"menumpang tinggal",-4
"menumpas",-5
"menumpuk",-3
"menundukkan",-4
"menung",2
"menung",-3
"menunggangkan",-1
"menunggu",-3
"menunggui",-3
"menunggunya",-2
"menunjang",-3
"menunjukkan",-3
"menuntun",3
"menuntut",-3
"menuntut ilmu",4
"menunukan",-4
"menurun",-3
"menurunkan",-5
"menurut",4
"menusuk",-4
"menusuk-nusuk",-4
"menutup",-3
"menutup mulut",1
"menutup mulut",-3
"menuturkan",3
"menyabak",-5
"menyabet",-5
"menyabot",-3
"menyabung",-3
"menyabung (nyawa)",-3
"menyadari",2
"menyadau",-3
"menyadran",-4
"menyagang",-3
"menyakar",-5
"menyakatkan",-4
"menyakiti",-5
"menyakitkan",-4
"menyaksikan",1
"menyala",2
"menyala",-2
"menyalak",-3
"menyalakan",-4
"menyamakan",-3
"menyaman",-4
"menyampah",-4
"menyampaikan",3
"menyampingkan",-4
"menyampuk",-3
"menyandar",4
"menyandingkan",-2
"menyanggah",-4
"menyanggupi",-5
"menyangkak",-5
"menyangkak hati",-4
"menyanjung",4
"menyanjung-sanjung",2
"menyantak",-3
"menyantap",-4
"menyanyi",4
"menyanyikan",3
"menyapih",4
"menyapu-nyapu",-4
"menyatroni",-5
"menyatu",-4
"menyatukan",-3
"menyawar",-5
"menyayang",4
"menyayangi",4
"menyayat",-4
"menyayat hati",-4
"menyayung",-4
"menyebelah",-3
"menyebelahkan",-5
"menyeberang",-3
"menyeberangi",3
"menyebut",3
"menyediakan",2
"menyedihkan",-4
"menyedot",-3
"menyegam",-4
"menyegarkan",3
"menyeka",-4
"menyekar",-4
"menyela",-5
"menyelak",-4
"menyelakkan",-5
"menyelami",3
"menyelami",-5
"menyelang",-5
"menyelar",-4
"menyelekehi",-3
"menyelentik",-4
"menyelidiki",-5
"menyelinap",-5
"menyelir",-5
"menyelubungi",-3
"menyeluk",-3
"menyelundupi",-3
"menyeluruhi",-3
"menyelusuh",-3
"menyelusur",-3
"menyemak",-5
"menyemangati",-4
"menyemangatkan",-3
"menyembam",-4
"menyembarangi",-5
"menyembilu",-4
"menyembul",1
"menyembul",-3
"menyembulkan",-3
"menyembunyikan",-3
"menyembur",1
"menyembur",-3
"menyemir",-5
"menyemprot",-5
"menyempurnakan",3
"menyenangkan",4
"menyenangkan",-3
"menyengat",-4
"menyenggak",-5
"menyenggau",-4
"menyeni",1
"menyentak",-5
"menyepelekan",4
"menyepelekan",-4
"menyepuk",-5
"menyerah",-4
"menyerahkan jiwa raga",-4
"menyeramkan",-4
"menyerampang",-5
"menyerang",-3
"menyerap",-3
"menyerbu",-5
"menyerempakkan",3
"menyerempakkan",-3
"menyerikati",3
"menyerobot",-5
"menyerupai",4
"menyeruput",-3
"menyesak",-4
"menyesal",1
"menyesal",-4
"menyesali",3
"menyesalkan",-5
"menyesap",-3
"menyesar",-3
"menyeterui",-5
"menyetor",-3
"menyetrap",-3
"menyetubuhi",-3
"menyiapkan",1
"menyiar",-4
"menyiasat",-3
"menyiat",-4
"menyibuk",-2
"menyidangkan",1
"menyidangkan",-3
"menyikap",1
"menyikat",-5
"menyiksa",-5
"menyikut",-5
"menyilam",-3
"menyimpang",-4
"menyindir",-4
"menyinggang",-4
"menyingkap",-4
"menyingkapkan",-4
"menyingkirkan",-4
"menyingsing",3
"menyingsing",-3
"menyinkronkan",1
"menyinkronkan",-3
"menyirapkan",-4
"menyisihkan",-2
"menyisikan",-4
"menyita",-5
"menyodok",-3
"menyodorkan",-3
"menyogok",-5
"menyolang",-3
"menyolidkan",-3
"menyolot",-4
"menyongsong",-2
"menyorong",-3
"menyorongkan",-3
"menyuap",1
"menyuap",-3
"menyuapi",-3
"menyuarakan",3
"menyuarakan",-1
"menyukai",4
"menyukai",-1
"menyulam",-5
"menyulut",-4
"menyumpahi",-5
"menyunat",-5
"menyunduk",-3
"menyundut",-3
"menyunggit",-4
"menyungguhkan",-3
"menyungkit",-4
"menyuntik",-3
"menyunu",-2
"menyuplai",2
"menyurihkan percakapan",-5
"menyurut",-3
"menyusahkan",4
"menyusahkan",-5
"menyusup",-3
"menyusuri",3
"menyusut",-2
"menyusutkan",1
"meraban",-4
"meracik",-4
"meradang",-4
"meragam",4
"meragu",-4
"meragukan",-3
"merah",4
"merah",-3
"merah jambu",3
"merah muda",3
"merah telinga",1
"merah telinga",-3
"merahimi",4
"merajalela",-4
"merajam",-5
"merakit",3
"meralip",-5
"meramalkan",3
"meramalkan",-2
"merambak",-3
"merampang",-4
"merampas",-4
"merampok",-5
"merampus",-5
"merana",-4
"merancukan",-4
"merandu",-4
"meranggah",-3
"merangkak",-3
"merangkam",-4
